SpeciesId,StatArea,BroodYear,Escape,TR2,TR3,TR4,TR5,TR6,TR7,Total,Total ER,Age2,Age3,Age4,Age5,Age6,Age7
CM,02W,1971,153190.2381,,9696.237564,56724.02565,9972.379617,1242.920705,0,77635.56353,0.34927922,,0.07939,0.69702,0.21237,0.0112,0
CM,3,1971,43978.63569,,31846.70531,57863.3014,20438.67956,1517.060937,0,111665.7472,0.351082489,,0.08855,0.76025,0.1447,0.00647,0
CM,4,1971,6593.630189,,688.7670302,20169.02665,1783.510411,72.49847442,0,22713.80256,0.460134047,,0.01986,0.89403,0.08388,0.0022,0
CM,5,1971,41976.00568,,3356.121652,26698.86339,910.4031642,0,0,30965.38821,0.322093808,,0.09714,0.87428,0.02857,0,0
CM,6,1971,109205.8576,,113067.8599,105388.7444,11995.3792,162.8523027,0,230614.8359,0.379324763,,0.21289,0.68521,0.10097,0.00091,0
CM,7,1971,362014.7343,,261917.572,223685.8013,20328.91053,383.967689,0,506316.2515,0.448681717,,0.27588,0.65695,0.06577,0.00138,0
CM,8,1971,130718.6808,,77812.80081,209144.0662,51989.2414,570.5931907,0,339516.7016,0.317540899,,0.17212,0.73415,0.09183,0.00187,0
CM,9,1971,31702.60621,,20342.69252,23287.22704,5878.730562,0,0,49508.65013,0.345563571,,0.16666,0.66666,0.16666,0,0
CM,10,1971,19154.54177,,31122.95321,10463.88553,991.1899468,0,0,42578.02868,0.313372176,,0.4643,0.4852,0.05049,0,0
CO,02E,1971,95798.16834,,137281.4644,5555.77735,0,0,0,142837.2417,0.252199011,,0.97333,0.02666,0,0,0
CO,02W,1971,6642.677099,,6825.660896,0,,0,0,6825.660896,0.252199011,,1,0,0,0,0
CO,3,1971,115950.5566,,72124.37262,54179.12515,325.2247382,10.53751676,0,126639.26,0.529878484,,0.59858,0.39909,0.00226,0.00006,0
CO,4,1971,312025.406,,219140.1491,30064.02684,597.3082689,0,0,249801.4842,0.57,,0.75139,0.24624,0.00236,0,0
CO,6,1971,171709.6009,,282866.4804,40075.47313,1826.733289,0,0,324768.6868,0.433385212,,0.81662,0.17795,0.00542,0,0
CO,7,1971,22913.12039,,16899.24836,278.3804644,0,0,0,17177.62883,0.345494843,,0.91212,0.08787,0,0,0
CO,8,1971,33683.14335,,35647.98155,10392.89734,0,0,0,46040.87889,0.352799691,,0.74897,0.25102,0,0,0
CO,9,1971,75558.50857,,75559.65065,745.1910112,0,0,0,76304.84166,0.269104862,,0.79411,0.20588,0,0,0
CO,10,1971,2374.317268,,2569.485826,,,,,2569.485826,0.269104862,,0.77485,0.22514,0,0,0
PKo,02E,1971,51864.77613,70610.50886,,0,,0,,70610.50886,0.014067164,1,0,0,0,0,0
PKo,3,1971,248962.4352,194984.3133,,0,,0,,194984.3133,0.351082489,1,0,0,0,0,0
PKo,4,1971,1636035.154,3684078.896,,0,,0,,3684078.896,0.460134047,1,0,0,0,0,0
PKo,5,1971,117110.3288,124728.0712,,0,,0,,124728.0712,0.322093808,1,0,0,0,0,0
PKo,6,1971,630101.5774,828856.5558,,0,,0,,828856.5558,0.277748174,1,0,0,0,0,0
PKo,7,1971,639300.3082,701753.412,,0,,0,,701753.412,0.309434385,1,0,0,0,0,0
PKo,8,1971,399850.187,326703.9292,,0,,0,,326703.9292,0.093454514,1,0,0,0,0,0
PKo,9,1971,53024.91276,129160.6087,,0,,0,,129160.6087,0.32568231,1,0,0,0,0,0
PKo,10,1971,6221.932791,16839.41599,,0,,0,,16839.41599,0.366977787,1,0,0,0,0,0
SX,1,1971,38293.30993,,383.3025481,32465.20075,15075.86679,714.0978978,0,48638.46799,0.2,,0.00371,0.8513,0.13754,0.00743,0
SX,02E,1971,55975.11467,,761.566186,37379.21534,13940.23105,0,0,52081.01257,0.2,,0.02721,0.61054,0.36224,0,0
SX,3,1971,,,,,,,,0,,,0.01153,0.28175,0.58584,0.12071,0.00015
SX,4,1971,914114,,34284.29283,751011.7317,799379.5554,28411.92845,0,1613087.508,0.561233752,,0.013,0.46597,0.51008,0.01092,0
SX,6,1971,57234.09224,,7549.273022,50085.10473,6296.866113,0,0,63931.24387,0.36200344,,0.05769,0.77564,0.16666,0,0
SX,7,1971,25577.40497,,3274.591758,33645.42542,19696.977,864.9953268,61.94138566,57543.93089,0.52658461,,0.03831,0.64771,0.29789,0.01483,0.00123
SX,8,1971,318569.9061,,38885.73499,227452.8874,78921.02647,2489.851219,0,347749.5001,0.345166463,,0.12787,0.60919,0.25,0.01293,0
SX,9,1971,564842,,18055.50287,308161.441,643497.4985,7770.809342,139.6925727,977624.9443,0.416834954,,0.01588,0.34178,0.63485,0.00736,0.00009
SX,10,1971,135127.186,,1156.848059,42490.99574,95374.88966,2076.854188,0,141099.5876,0.515254769,,0.00263,0.36722,0.61886,0.01127,0
CM,1,1972,14824.41803,,0,77483.37966,10287.38114,0,0,87770.7608,0.768904386,,0,0.89285,0.10714,0,0
CM,02E,1972,249882.8349,,17170.94201,185821.259,52568.73523,833.0470388,0,256393.9833,0.530077983,,0.18046,0.69123,0.12651,0.00178,0
CM,02W,1972,130315.3678,,6461.22724,32730.44778,23561.45337,721.6000039,0,63474.72839,0.483228996,,0.07939,0.69702,0.21237,0.0112,0
CM,3,1972,122799.6431,,6739.759538,107379.3314,33881.02759,1280.74645,0,149280.865,0.365774233,,0.08855,0.76025,0.1447,0.00647,0
CM,4,1972,52922.17347,,448.2005922,19008.46623,2754.942028,39.7841948,0,22251.39304,0.458019017,,0.01986,0.89403,0.08388,0.0022,0
CM,5,1972,19973.71274,,2966.540377,27858.33683,1999.683721,0,0,32824.56092,0.321036293,,0.09714,0.87428,0.02857,0,0
CM,6,1972,391924.2984,,32743.95078,81402.37754,18022.32149,499.6027626,0,132668.2526,0.547227255,,0.21289,0.68521,0.10097,0.00091,0
CM,7,1972,436101.1097,,93934.80628,203031.7773,18200.06846,1026.639124,0,316193.2912,0.59291969,,0.27588,0.65695,0.06577,0.00138,0
CM,8,1972,407764.2431,,49034.87432,415609.9006,27877.55303,370.728622,0,492893.0565,0.364396047,,0.17212,0.73415,0.09183,0.00187,0
CM,9,1972,57063.83233,,5821.806761,23514.92225,10185.30802,0,0,39522.03703,0.325756252,,0.16666,0.66666,0.16666,0,0
CM,10,1972,90452.00281,,10013.28759,9524.53788,5213.479373,0,0,24751.30484,0.271916473,,0.4643,0.4852,0.05049,0,0
CO,02E,1972,195806.9312,,202785.8733,4611.295201,0,0,0,207397.1685,0.292019908,,0.97333,0.02666,0,0,0
CO,02W,1972,39170.57749,,10314.37243,,0,0,0,10314.37243,0.292019908,,1,0,0,0,0
CO,3,1972,54976.70954,,81260.16095,57402.16629,379.3506034,14.55767135,0,139056.2355,0.613543508,,0.59858,0.39909,0.00226,0.00006,0
CO,4,1972,233664.4024,,91738.61891,62155.19574,679.944119,0,0,154573.7588,0.66,,0.75139,0.24624,0.00236,0,0
CO,6,1972,238076.8534,,183899.633,59977.74299,1013.330736,0,0,244890.7068,0.501814456,,0.81662,0.17795,0.00542,0,0
CO,7,1972,26424.00174,,2889.397234,1864.154896,0,0,0,4753.55213,0.400046661,,0.91212,0.08787,0,0,0
CO,8,1972,32170.03753,,31008.31664,33845.89575,0,0,0,64854.21239,0.408504906,,0.74897,0.25102,0,0,0
CO,9,1972,69993.29264,,2874.308186,2147.613755,0,0,0,5021.921941,0.311595103,,0.79411,0.20588,0,0,0
CO,10,1972,,,,,,,,0,,,0.77485,0.22514,0,0,0
PKe,1,1972,521552.095,372717.3582,,0,,0,,372717.3582,0.268834534,1,0,0,0,0,0
PKe,02E,1972,1166570.711,828418.1339,,0,,0,,828418.1339,0.243905804,1,0,0,0,0,0
PKe,02W,1972,561454.2385,408580.5221,,0,,0,,408580.5221,0.533533787,1,0,0,0,0,0
PKe,3,1972,535164.4932,321286.5665,,0,,0,,321286.5665,0.365774233,1,0,0,0,0,0
PKe,4,1972,2221210.02,1303061.514,,0,,0,,1303061.514,0.458019017,1,0,0,0,0,0
PKe,5,1972,406367.2265,719343.521,,0,,0,,719343.521,0.321036293,1,0,0,0,0,0
PKe,6,1972,1348291.036,1069301.152,,0,,0,,1069301.152,0.8062992,1,0,0,0,0,0
PKe,7,1972,397273.2142,737203.294,,0,,0,,737203.294,0.775644034,1,0,0,0,0,0
PKe,8,1972,2022581.89,5033363.83,,0,,0,,5033363.83,0.353257639,1,0,0,0,0,0
PKe,9,1972,783915.0375,822537.5086,,0,,0,,822537.5086,0.513329017,1,0,0,0,0,0
PKe,10,1972,3896.529312,46463.50552,,0,,0,,46463.50552,0.792853819,1,0,0,0,0,0
SX,1,1972,37288.51199,,141.7694356,93307.39178,13210.81111,378.0518282,0,107038.0242,0.2,,0.00371,0.8513,0.13754,0.00743,0
SX,02E,1972,8396.267201,,1665.926032,23495.50679,12672.93731,0,0,37834.37013,0.2,,0.02721,0.61054,0.36224,0,0
SX,3,1972,,,,,,,,0,,,0.01153,0.28175,0.58584,0.12071,0.00015
SX,4,1972,775511,,20961.06181,730252.4043,1326104.262,13443.91942,0,2090761.648,0.575240252,,0.013,0.46597,0.51008,0.01092,0
SX,6,1972,16679.64974,,3725.338369,29304.64614,15761.4652,0,0,48791.44971,0.859488497,,0.05769,0.77564,0.16666,0,0
SX,7,1972,19512.65946,,1990.473641,42826.62219,17371.98948,743.2966279,114.1602075,63046.54215,0.77957441,,0.03831,0.64771,0.29789,0.01483,0.00123
SX,8,1972,109460.2265,,47743.64854,192313.3059,48137.12357,1495.400273,0,289689.4783,0.439838187,,0.12787,0.60919,0.25,0.01293,0
SX,9,1972,389980,,14325.06279,346438.9518,669399.719,10756.3281,42.19209418,1040962.254,0.493424574,,0.01588,0.34178,0.63485,0.00736,0.00009
SX,10,1972,76281.41143,,304.4390688,56593.54218,113984.6807,3589.432229,0,174472.0941,0.438212587,,0.00263,0.36722,0.61886,0.01127,0
CM,1,1973,68017.91801,,0,85728.1762,10164.59016,0,0,95892.76636,0.440033886,,0,0.89285,0.10714,0,0
CM,02E,1973,312812.2418,,48512.37667,287220.3074,59027.33303,121.8929026,0,394881.91,0.57934155,,0.18046,0.69123,0.12651,0.00178,0
CM,02W,1973,91290.95939,,3728.206141,77331.28388,13679.02616,1107.022256,0,95845.53844,0.416010548,,0.07939,0.69702,0.21237,0.0112,0
CM,3,1973,105774.984,,12507.25167,178001.8166,28603.33739,763.407749,0,219875.8134,0.306997685,,0.08855,0.76025,0.1447,0.00647,0
CM,4,1973,35753.70485,,422.4103606,29361.88214,1511.799402,30.97472079,0,31327.06663,0.44493369,,0.01986,0.89403,0.08388,0.0022,0
CM,5,1973,15682.48539,,3095.370758,61190.32187,878.8922598,0,0,65164.58489,0.31449363,,0.09714,0.87428,0.02857,0,0
CM,6,1973,448209.5938,,25291.46217,122302.0793,55289.3724,200.1819801,0,203083.0958,0.266793459,,0.21289,0.68521,0.10097,0.00091,0
CM,7,1973,641700.6315,,85261.33783,181770.304,48662.69448,660.504237,0,316354.8405,0.663452191,,0.27588,0.65695,0.06577,0.00138,0
CM,8,1973,496158.7089,,97441.8238,222857.3976,18112.74124,721.7741065,0,339133.7368,0.336246711,,0.17212,0.73415,0.09183,0.00187,0
CM,9,1973,45169.26042,,5878.730562,40741.23209,21876.17364,0,0,68496.13629,0.508598522,,0.16666,0.66666,0.16666,0,0
CM,10,1973,125568.6627,,9114.390316,50097.34202,5496.164147,0,0,64707.89648,0.256438706,,0.4643,0.4852,0.05049,0,0
CO,02E,1973,116498.4701,,168312.2748,2922.2572,0,0,0,171234.532,0.225651747,,0.97333,0.02666,0,0,0
CO,02W,1973,7971.212519,,,0,0,0,0,0,0.225651747,,1,0,0,0,0
CO,3,1973,61704.85978,,86094.21541,66955.38151,524.0761686,12.21602982,0,153585.8891,0.474101802,,0.59858,0.39909,0.00226,0.00006,0
CO,4,1973,148250.4645,,189662.9433,70754.18509,1185.923017,0,0,261603.0514,0.51,,0.75139,0.24624,0.00236,0,0
CO,6,1973,171436.2304,,275227.8155,33271.02583,1719.307928,0,0,310218.1493,0.387765716,,0.81662,0.17795,0.00542,0,0
CO,7,1973,19217.45581,,19348.64219,1726.575825,0,0,0,21075.21802,0.309126965,,0.91212,0.08787,0,0,0
CO,8,1973,65418.40034,,100982.8365,20000.5875,0,0,0,120983.424,0.315662882,,0.74897,0.25102,0,0,0
CO,9,1973,27997.31706,,8283.653054,5326.431159,0,0,0,13610.08421,0.240778034,,0.79411,0.20588,0,0,0
CO,10,1973,1422.964116,,,,,,,0,0.240778034,,0.77485,0.22514,0,0,0
PKo,02E,1973,70219.50886,37077.42313,,0,,0,,37077.42313,0.005537419,1,0,0,0,0,0
PKo,3,1973,135124.5805,368669.481,,0,,0,,368669.481,0.306997685,1,0,0,0,0,0
PKo,4,1973,2044908.079,5551701.221,,0,,0,,5551701.221,0.44493369,1,0,0,0,0,0
PKo,5,1973,85501.88741,305673.3285,,0,,0,,305673.3285,0.31449363,1,0,0,0,0,0
PKo,6,1973,411333.5558,595621.1894,,0,,0,,595621.1894,0.503733725,1,0,0,0,0,0
PKo,7,1973,307069.412,346358.7939,,0,,0,,346358.7939,0.562425481,1,0,0,0,0,0
PKo,8,1973,262235.9292,321928.4768,,0,,0,,321928.4768,0.197328511,1,0,0,0,0,0
PKo,9,1973,35985.60867,176985.7116,,0,,0,,176985.7116,0.721388672,1,0,0,0,0,0
PKo,10,1973,7777.415988,4384.386558,,0,,0,,4384.386558,0.538142178,1,0,0,0,0,0
SX,1,1973,76836.9338,,407.4558593,81764.2093,6993.958822,367.5503886,0,89533.17437,0.2,,0.00371,0.8513,0.13754,0.00743,0
SX,02E,1973,30319.85378,,1047.153506,21359.55162,7603.762389,0,0,30010.46752,0.2,,0.02721,0.61054,0.36224,0,0
SX,3,1973,,,,,,,,0,,,0.01153,0.28175,0.58584,0.12071,0.00015
SX,4,1973,912274,,20381.66002,1211428.062,627484.2931,33396.06449,0,1892690.08,0.641131198,,0.013,0.46597,0.51008,0.01092,0
SX,6,1973,74201.97107,,2179.684424,73351.43419,12832.66617,0,0,88363.78478,0.474605531,,0.05769,0.77564,0.16666,0,0
SX,7,1973,26368.45873,,2533.636046,37771.4626,14927.87394,1369.92249,86.38576635,56689.28085,0.617012839,,0.03831,0.64771,0.29789,0.01483,0.00123
SX,8,1973,267368.1056,,40367.65147,117299.6574,28911.07195,4208.405562,0,190786.7864,0.455390127,,0.12787,0.60919,0.25,0.01293,0
SX,9,1973,2877675,,16104.41501,360383.8982,926580.835,3248.791252,43.32216692,1306361.262,0.379788833,,0.01588,0.34178,0.63485,0.00736,0.00009
SX,10,1973,170076.4939,,405.4808549,67636.21805,197000.0055,345.4248527,0,265387.1293,0.634103637,,0.00263,0.36722,0.61886,0.01127,0
CM,1,1974,61041.72129,,0,84704.918,5969.249647,0,0,90674.16765,0.243238053,,0,0.89285,0.10714,0,0
CM,02E,1974,264964.6374,,74984.63745,322508.2107,8636.982815,648.2049766,0,406778.036,0.362157521,,0.18046,0.69123,0.12651,0.00178,0
CM,02W,1974,55496.00441,,8808.524998,44896.06981,20985.29146,2198.521096,0,76888.40736,0.545580328,,0.07939,0.69702,0.21237,0.0112,0
CM,3,1974,210714.0838,,20733.16614,150274.2502,17049.43973,1000.545028,0,189057.4011,0.414088637,,0.08855,0.76025,0.1447,0.00647,0
CM,4,1974,16242.85125,,652.4862698,16112.59889,1177.03939,156.3865101,0,18098.51106,0.53147343,,0.01986,0.89403,0.08388,0.0022,0
CM,5,1974,22188.18643,,6798.924653,26894.10315,1933.574424,0,0,35626.60223,0.3577635,,0.09714,0.87428,0.02857,0,0
CM,6,1974,364436.8906,,37998.87062,375201.6747,22153.47246,313.5401302,0,435667.5579,0.313802089,,0.21289,0.68521,0.10097,0.00091,0
CM,7,1974,397365.3238,,76332.77658,486010.9613,31307.90083,776.2898471,0,594427.9286,0.581449898,,0.27588,0.65695,0.06577,0.00138,0
CM,8,1974,253100.8802,,52250.0336,144796.0075,35263.82063,1038.976595,0,233348.8383,0.440125142,,0.17212,0.73415,0.09183,0.00187,0
CM,9,1974,80100.15515,,10185.30802,87504.69457,4960.512202,0,0,102650.5148,0.343743418,,0.16666,0.66666,0.16666,0,0
CM,10,1974,53207.06047,,47940.04021,52813.71525,692.1149966,0,0,101445.8705,0.206232751,,0.4643,0.4852,0.05049,0,0
CO,02E,1974,106095.8453,,106662.3878,6076.616424,0,0,0,112739.0042,0.247774467,,0.97333,0.02666,0,0,0
CO,02W,1974,5134.436405,,37989.27531,0,0,0,0,37989.27531,0.247774467,,1,0,0,0,0
CO,3,1974,57766.15886,,100422.5347,92499.44376,439.7770735,14.47542745,0,193376.231,0.520582371,,0.59858,0.39909,0.00226,0.00006,0
CO,4,1974,128324.0544,,215902.2561,123405.7539,550.0660567,0,0,339858.0761,0.56,,0.75139,0.24624,0.00236,0,0
CO,6,1974,198901.2478,,152675.1642,56450.6103,2485.266544,0,0,211611.0411,0.425781963,,0.81662,0.17795,0.00542,0,0
CO,7,1974,12238.58922,,17920.66632,1386.518935,0,0,0,19307.18526,0.33943353,,0.91212,0.08787,0,0,0
CO,8,1974,31098.69501,,59673.88402,19061.01474,0,0,0,78734.89876,0.346610223,,0.74897,0.25102,0,0,0
CO,9,1974,69993.29264,,20544.8059,5699.395694,0,0,0,26244.20159,0.264383724,,0.79411,0.20588,0,0,0
CO,10,1974,2439.367057,,,,,,,0,0.264383724,,0.77485,0.22514,0,0,0
PKe,1,1974,295904.3582,435975.7615,,0,,0,,435975.7615,0.206089141,1,0,0,0,0,0
PKe,02E,1974,606864.1339,2436651.245,,0,,0,,2436651.245,0.267442238,1,0,0,0,0,0
PKe,02W,1974,197368.5221,78338.54516,,0,,0,,78338.54516,0.516940942,1,0,0,0,0,0
PKe,3,1974,188245.4501,436502.1031,,0,,0,,436502.1031,0.414088637,1,0,0,0,0,0
PKe,4,1974,610518.9411,1884262.913,,0,,0,,1884262.913,0.53147343,1,0,0,0,0,0
PKe,5,1974,461988.6654,508136.9921,,0,,0,,508136.9921,0.3577635,1,0,0,0,0,0
PKe,6,1974,496352.1524,1919898.362,,0,,0,,1919898.362,0.535816312,1,0,0,0,0,0
PKe,7,1974,211058.294,819201.8555,,0,,0,,819201.8555,0.713704082,1,0,0,0,0,0
PKe,8,1974,2158868.83,4034018.525,,0,,0,,4034018.525,0.571088262,1,0,0,0,0,0
PKe,9,1974,317496.5086,1048300.148,,0,,0,,1048300.148,0.61400361,1,0,0,0,0,0
PKe,10,1974,14027.50552,80661.45795,,0,,0,,80661.45795,0.698096272,1,0,0,0,0,0
SX,1,1974,82486.70835,,357.0489489,43286.93433,6799.682188,665.7912753,0,51109.45675,0.2,,0.00371,0.8513,0.13754,0.00743,0
SX,02E,1974,22390.04587,,951.9577325,12815.73097,6336.468657,0,0,20104.15736,0.2,,0.02721,0.61054,0.36224,0,0
SX,3,1974,,,,,,,,0,,,0.01153,0.28175,0.58584,0.12071,0.00015
SX,4,1974,805165,,33811.48046,573221.9577,1558734.865,16799.24196,0,2182567.545,0.694563161,,0.013,0.46597,0.51008,0.01092,0
SX,6,1974,73606.06572,,5455.891799,59721.2541,19303.53264,0,0,84480.67853,0.437495004,,0.05769,0.77564,0.16666,0,0
SX,7,1974,12973.28169,,2234.571261,32457.28609,27512.61,1036.629196,152.4508978,63393.54744,0.848188086,,0.03831,0.64771,0.29789,0.01483,0.00123
SX,8,1974,174128.186,,24621.86206,70449.96842,81362.50754,3219.141032,0,179653.479,0.427389206,,0.12787,0.60919,0.25,0.01293,0
SX,9,1974,1015835,,16752.65391,498842.1773,279860.1607,3335.806853,98.6242343,798889.423,0.106100884,,0.01588,0.34178,0.63485,0.00736,0.00009
SX,10,1974,91082.89451,,484.5993105,116895.8429,18958.06733,1476.560189,0,137815.0698,0.792845068,,0.00263,0.36722,0.61886,0.01127,0
CM,1,1975,88074.48358,,0,49743.74706,3294.206681,0,0,53037.95374,0.114041151,,0,0.89285,0.10714,0,0
CM,02E,1975,92924.07512,,84197.25428,47189.96659,45929.95263,549.9723449,0,177867.1458,0.023394622,,0.18046,0.69123,0.12651,0.00178,0
CM,02W,1975,38885.75168,,5113.947854,68876.03688,41676.31294,862.7531761,0,116529.0509,0.522169202,,0.07939,0.69702,0.21237,0.0112,0
CM,3,1975,54426.80799,,17503.53482,89573.17588,22345.50563,306.4813307,0,129728.6977,0.284892507,,0.08855,0.76025,0.1447,0.00647,0
CM,4,1975,12984.40692,,358.0577532,12544.76192,5942.687384,88.46238762,0,18933.96944,0.424435501,,0.01986,0.89403,0.08388,0.0022,0
CM,5,1975,21246.9217,,2988.233683,59167.37738,758.1242377,0,0,62913.7353,0.304244535,,0.09714,0.87428,0.02857,0,0
CM,6,1975,136929.0145,,116573.9779,150336.6671,34698.44107,206.83331,0,301815.9194,0.109711764,,0.21289,0.68521,0.10097,0.00091,0
CM,7,1975,177466.0473,,204095.8579,312682.7058,36796.13875,599.0924963,0,554173.7949,0.478792262,,0.27588,0.65695,0.06577,0.00138,0
CM,8,1975,150128.5554,,33948.14953,281904.3439,50761.42793,827.7733401,0,367441.6947,0.473004877,,0.17212,0.73415,0.09183,0.00187,0
CM,9,1975,26490.84057,,21876.17364,19842.04881,12815.55417,0,0,54533.77662,0.241620295,,0.16666,0.66666,0.16666,0,0
CM,10,1975,15962.11814,,50539.44043,6650.668243,5856.802905,0,0,63046.91158,0.25985205,,0.4643,0.4852,0.05049,0,0
CO,02E,1975,165938.0773,,221796.4995,4003.987805,0,0,0,225800.4873,0.203529026,,0.97333,0.02666,0,0,0
CO,02W,1975,8215.098249,,24144.47952,0,0,0,0,24144.47952,0.203529026,,1,0,0,0,0
CO,3,1975,77703.15174,,138734.608,77620.65346,521.1153882,15.42032853,0,216891.7972,0.427621233,,0.59858,0.39909,0.00226,0.00006,0
CO,4,1975,65929.44214,,376565.4378,57239.22672,1410.211647,0,0,435214.8762,0.46,,0.75139,0.24624,0.00236,0,0
CO,6,1975,146433.6098,,259042.3945,81599.58487,1564.0413,0,0,342206.0206,0.349749469,,0.81662,0.17795,0.00542,0,0
CO,7,1975,2284.536654,,14391.11033,1220.069966,0,0,0,15611.1803,0.2788204,,0.91212,0.08787,0,0,0
CO,8,1975,29613.64497,,56870.56858,23354.86944,0,0,0,80225.43802,0.28471554,,0.74897,0.25102,0,0,0
CO,9,1975,2833.444071,,21983.38339,1445.086337,0,0,0,23428.46973,0.217172344,,0.79411,0.20588,0,0,0
CO,10,1975,,,,,,,,0,,,0.77485,0.22514,0,0,0
PKo,02E,1975,31413.42313,16642.05606,,0,,0,,16642.05606,0.152761425,1,0,0,0,0,0
PKo,3,1975,263638.3082,734357.9643,,0,,0,,734357.9643,0.284892507,1,0,0,0,0,0
PKo,4,1975,3195362.134,3705343.021,,0,,0,,3705343.021,0.424435501,1,0,0,0,0,0
PKo,5,1975,212673.8888,274390.6934,,0,,0,,274390.6934,0.304244535,1,0,0,0,0,0
PKo,6,1975,554539.1894,639007.591,,0,,0,,639007.591,0.068973369,1,0,0,0,0,0
PKo,7,1975,158100.7939,718030.5338,,0,,0,,718030.5338,0.543534633,1,0,0,0,0,0
PKo,8,1975,226145.4768,782970.8911,,0,,0,,782970.8911,0.297528821,1,0,0,0,0,0
PKo,9,1975,149151.7116,261910.6117,,0,,0,,261910.6117,0.157266933,1,0,0,0,0,0
PKo,10,1975,1244.386558,54178.66395,,0,,0,,54178.66395,0.716177727,1,0,0,0,0,0
SX,1,1975,30508.78254,,189.0259141,42084.51949,12317.13859,451.5619059,0,55042.2459,0.2,,0.00371,0.8513,0.13754,0.00743,0
SX,02E,1975,48978.22534,,571.1746395,10679.77581,5162.109799,0,0,16413.06025,0.2,,0.02721,0.61054,0.36224,0,0
SX,3,1975,,,,,,,142.8859404,142.8859404,,,0.01153,0.28175,0.58584,0.12071,0.00015
SX,4,1975,914984,,15998.87243,1423941.7,784091.3157,42026.83349,0,2266058.721,0.432282759,,0.013,0.46597,0.51008,0.01092,0
SX,6,1975,43468.53172,,4442.076751,89835.67112,19586.0323,0,0,113863.7802,0.326826275,,0.05769,0.77564,0.16666,0,0
SX,7,1975,17628.94115,,1920.182955,59819.94872,20818.96969,1829.410773,189.6122783,84578.12441,0.66062256,,0.03831,0.64771,0.29789,0.01483,0.00123
SX,8,1975,147316.0605,,14787.84715,198262.662,62236.72662,4044.06671,0,279331.3025,0.605437998,,0.12787,0.60919,0.25,0.01293,0
SX,9,1975,858585,,23188.96708,150667.9683,287355.9332,7594.066041,144.549196,468951.4838,0.047726527,,0.01588,0.34178,0.63485,0.00736,0.00009
SX,10,1975,62994.59177,,837.5341869,11249.33604,81038.54507,4167.411292,0,97292.82658,0.455575504,,0.00263,0.36722,0.61886,0.01127,0
CM,1,1976,84586.38522,,0,27451.72235,6003.560922,0,0,33455.28327,0.025293443,,0,0.89285,0.10714,0,0
CM,02E,1976,221048.707,,12319.8898,250947.9267,38969.46901,554.4013546,0,302791.6868,0.177718701,,0.18046,0.69123,0.12651,0.00178,0
CM,02W,1976,44082.09943,,7845.418597,136786.2473,16354.79934,1859.085659,0,162845.5509,0.061226099,,0.07939,0.69702,0.21237,0.0112,0
CM,3,1976,104773.3704,,10433.23924,117397.2833,6844.749719,396.1867707,0,135071.459,0.258191352,,0.08855,0.76025,0.1447,0.00647,0
CM,4,1976,13961.06417,,278.7724871,63336.5366,3361.57073,30.79576844,0,67007.67558,0.343358588,,0.01986,0.89403,0.08388,0.0022,0
CM,5,1976,23461.35106,,6574.153042,23198.60167,276.6223548,0,0,30049.37707,0.263706078,,0.09714,0.87428,0.02857,0,0
CM,6,1976,104855.6109,,46709.12869,235468.6378,22889.55298,324.4638928,0,305391.7833,0.117359262,,0.21289,0.68521,0.10097,0.00091,0
CM,7,1976,159734.9056,,131308.2423,367495.6136,28396.98433,787.7235172,0,527988.5638,0.483143706,,0.27588,0.65695,0.06577,0.00138,0
CM,8,1976,232098.073,,66093.88604,405794.573,40442.64033,708.330093,0,513039.4295,0.590008844,,0.17212,0.73415,0.09183,0.00187,0
CM,9,1976,14195.38337,,4960.512202,51262.21668,6059.044226,0,0,62281.77311,0.59754964,,0.16666,0.66666,0.16666,0,0
CM,10,1976,15962.11814,,6364.275831,56279.16355,6308.001977,0,0,68951.44136,0.186855727,,0.4643,0.4852,0.05049,0,0
CO,02E,1976,137728.6042,,146145.5549,3434.305498,0,0,0,149579.8604,0.203529026,,0.97333,0.02666,0,0,0
CO,02W,1976,,,44275.27517,0,0,0,0,44275.27517,,,1,0,0,0,0
CO,3,1976,82325.60464,,116418.7642,91976.86602,555.1318272,15.7429168,0,208966.5049,0.427621233,,0.59858,0.39909,0.00226,0.00006,0
CO,4,1976,136304.3415,,174662.1514,146744.9649,917.6943034,0,0,322324.8106,0.46,,0.75139,0.24624,0.00236,0,0
CO,6,1976,219155.4266,,374446.826,51352.68936,1553.217379,0,0,427352.7327,0.349749469,,0.81662,0.17795,0.00542,0,0
CO,7,1976,15298.23652,,12663.48482,98.92140956,0,0,0,12762.40623,0.2788204,,0.91212,0.08787,0,0,0
CO,8,1976,96440.8969,,69681.7416,11450.36751,0,0,0,81132.10911,0.28471554,,0.74897,0.25102,0,0,0
CO,9,1976,8165.884141,,5573.904444,3691.359517,0,0,0,9265.263961,0.217172344,,0.79411,0.20588,0,0,0
CO,10,1976,,,,,,,,0,,,0.77485,0.22514,0,0,0
PKe,1,1976,430631.7615,351772.5886,,0,,0,,351772.5886,0.012257562,1,0,0,0,0,0
PKe,02E,1976,818551.2455,1004415.224,,0,,0,,1004415.224,0.66406713,1,0,0,0,0,0
PKe,02W,1976,65883.54516,466248.1433,,0,,0,,466248.1433,0.158989422,1,0,0,0,0,0
PKe,3,1976,323801.0348,1391783.807,,0,,0,,1391783.807,0.258191352,1,0,0,0,0,0
